County-State,County,Population,Median household income,State Code,State
"Walla Walla County, Washington",Walla Walla County,59726,47946,WA,Washington
"Whatcom County, Washington",Whatcom County,207100,53145,WA,Washington
"Whitman County, Washington",Whitman County,46737,36631,WA,Washington
"Yakima County, Washington",Yakima County,247408,44749,WA,Washington
"Barbour County, West Virginia",Barbour County,16731,37066,WV,West Virginia
"Berkeley County, West Virginia",Berkeley County,108724,55239,WV,West Virginia
"Boone County, West Virginia",Boone County,24000,39958,WV,West Virginia
"Braxton County, West Virginia",Braxton County,14466,32750,WV,West Virginia
"Brooke County, West Virginia",Brooke County,23665,46215,WV,West Virginia
"Cabell County, West Virginia",Cabell County,96824,38344,WV,West Virginia
"Calhoun County, West Virginia",Calhoun County,7557,35568,WV,West Virginia
"Clay County, West Virginia",Clay County,9141,31325,WV,West Virginia
"Doddridge County, West Virginia",Doddridge County,8201,39974,WV,West Virginia
"Fayette County, West Virginia",Fayette County,45534,36293,WV,West Virginia
"Gilmer County, West Virginia",Gilmer County,8644,37536,WV,West Virginia
"Grant County, West Virginia",Grant County,11815,39088,WV,West Virginia
"Greenbrier County, West Virginia",Greenbrier County,35666,39746,WV,West Virginia
"Hampshire County, West Virginia",Hampshire County,23542,27995,WV,West Virginia
"Hancock County, West Virginia",Hancock County,30201,39959,WV,West Virginia
"Hardy County, West Virginia",Hardy County,13936,40303,WV,West Virginia
"Harrison County, West Virginia",Harrison County,68998,43987,WV,West Virginia
"Jackson County, West Virginia",Jackson County,29256,41314,WV,West Virginia
"Jefferson County, West Virginia",Jefferson County,55214,66677,WV,West Virginia
"Kanawha County, West Virginia",Kanawha County,190781,45882,WV,West Virginia
"Lewis County, West Virginia",Lewis County,16434,37849,WV,West Virginia
"Lincoln County, West Virginia",Lincoln County,21560,35800,WV,West Virginia
"Logan County, West Virginia",Logan County,35760,36763,WV,West Virginia
"McDowell County, West Virginia",McDowell County,20802,24921,WV,West Virginia
"Marion County, West Virginia",Marion County,56790,43165,WV,West Virginia
"Marshall County, West Virginia",Marshall County,32480,45182,WV,West Virginia
"Mason County, West Virginia",Mason County,27177,36448,WV,West Virginia
"Mercer County, West Virginia",Mercer County,61891,36195,WV,West Virginia
"Mineral County, West Virginia",Mineral County,27755,31790,WV,West Virginia
"Mingo County, West Virginia",Mingo County,25931,33221,WV,West Virginia
"Monongalia County, West Virginia",Monongalia County,101668,45467,WV,West Virginia
"Monroe County, West Virginia",Monroe County,13525,36918,WV,West Virginia
"Morgan County, West Virginia",Morgan County,17475,39324,WV,West Virginia
"Nicholas County, West Virginia",Nicholas County,25930,39171,WV,West Virginia
"Ohio County, West Virginia",Ohio County,43637,40569,WV,West Virginia
"Pendleton County, West Virginia",Pendleton County,7402,36953,WV,West Virginia
"Pleasants County, West Virginia",Pleasants County,7636,44288,WV,West Virginia
"Pocahontas County, West Virginia",Pocahontas County,8697,36827,WV,West Virginia
"Preston County, West Virginia",Preston County,33809,45064,WV,West Virginia
"Putnam County, West Virginia",Putnam County,56596,56774,WV,West Virginia
"Raleigh County, West Virginia",Raleigh County,78493,41032,WV,West Virginia
"Randolph County, West Virginia",Randolph County,29365,39457,WV,West Virginia
"Ritchie County, West Virginia",Ritchie County,10140,37636,WV,West Virginia
"Roane County, West Virginia",Roane County,14636,31813,WV,West Virginia
"Summers County, West Virginia",Summers County,13544,36651,WV,West Virginia
"Taylor County, West Virginia",Taylor County,16977,43970,WV,West Virginia
"Tucker County, West Virginia",Tucker County,6972,40533,WV,West Virginia
"Tyler County, West Virginia",Tyler County,9033,38854,WV,West Virginia
"Upshur County, West Virginia",Upshur County,24560,40330,WV,West Virginia
"Wayne County, West Virginia",Wayne County,41499,36318,WV,West Virginia
"Webster County, West Virginia",Webster County,8927,29086,WV,West Virginia
"Wetzel County, West Virginia",Wetzel County,16157,39096,WV,West Virginia
"Wirt County, West Virginia",Wirt County,5841,39352,WV,West Virginia
"Wood County, West Virginia",Wood County,86559,41884,WV,West Virginia
"Wyoming County, West Virginia",Wyoming County,22866,33730,WV,West Virginia
"Adams County, Wisconsin",Adams County,20451,43640,WI,Wisconsin
"Ashland County, Wisconsin",Ashland County,15993,39381,WI,Wisconsin
"Barron County, Wisconsin",Barron County,45686,45714,WI,Wisconsin
"Bayfield County, Wisconsin",Bayfield County,15050,46665,WI,Wisconsin
"Brown County, Wisconsin",Brown County,254717,53527,WI,Wisconsin
"Buffalo County, Wisconsin",Buffalo County,13319,50196,WI,Wisconsin
"Burnett County, Wisconsin",Burnett County,15334,41135,WI,Wisconsin
"Calumet County, Wisconsin",Calumet County,49678,67427,WI,Wisconsin
"Chippewa County, Wisconsin",Chippewa County,63209,52109,WI,Wisconsin
"Clark County, Wisconsin",Clark County,34518,45048,WI,Wisconsin
"Columbia County, Wisconsin",Columbia County,56607,59769,WI,Wisconsin
"Crawford County, Wisconsin",Crawford County,16483,44459,WI,Wisconsin
"Dane County, Wisconsin",Dane County,510198,62865,WI,Wisconsin
"Dodge County, Wisconsin",Dodge County,88547,53783,WI,Wisconsin
"Door County, Wisconsin",Door County,27731,51928,WI,Wisconsin
"Douglas County, Wisconsin",Douglas County,43799,47095,WI,Wisconsin
"Dunn County, Wisconsin",Dunn County,44159,49788,WI,Wisconsin
"Eau Claire County, Wisconsin",Eau Claire County,101281,49513,WI,Wisconsin
"Florence County, Wisconsin",Florence County,4476,48643,WI,Wisconsin
"Fond du Lac County, Wisconsin",Fond du Lac County,101920,55473,WI,Wisconsin
"Forest County, Wisconsin",Forest County,9150,40636,WI,Wisconsin
"Grant County, Wisconsin",Grant County,51489,49067,WI,Wisconsin
"Green County, Wisconsin",Green County,37044,56219,WI,Wisconsin
"Green Lake County, Wisconsin",Green Lake County,18966,46780,WI,Wisconsin
"Iowa County, Wisconsin",Iowa County,23769,55188,WI,Wisconsin
"Iron County, Wisconsin",Iron County,5907,42543,WI,Wisconsin
"Jackson County, Wisconsin",Jackson County,20543,47851,WI,Wisconsin
"Jefferson County, Wisconsin",Jefferson County,84345,56877,WI,Wisconsin
"Juneau County, Wisconsin",Juneau County,26494,44961,WI,Wisconsin
"Kenosha County, Wisconsin",Kenosha County,167738,54918,WI,Wisconsin
"Kewaunee County, Wisconsin",Kewaunee County,20483,56863,WI,Wisconsin
"La Crosse County, Wisconsin",La Crosse County,117048,50539,WI,Wisconsin
"Lafayette County, Wisconsin",Lafayette County,16835,51445,WI,Wisconsin
"Langlade County, Wisconsin",Langlade County,19551,41775,WI,Wisconsin
"Lincoln County, Wisconsin",Lincoln County,28286,49721,WI,Wisconsin
"Manitowoc County, Wisconsin",Manitowoc County,80521,48398,WI,Wisconsin
"Marathon County, Wisconsin",Marathon County,135177,54083,WI,Wisconsin
"Marinette County, Wisconsin",Marinette County,41287,43425,WI,Wisconsin
"Marquette County, Wisconsin",Marquette County,15140,46242,WI,Wisconsin
"Menominee County, Wisconsin",Menominee County,4451,35343,WI,Wisconsin
"Milwaukee County, Wisconsin",Milwaukee County,955939,43873,WI,Wisconsin
"Monroe County, Wisconsin",Monroe County,45274,50694,WI,Wisconsin
"Oconto County, Wisconsin",Oconto County,37476,52765,WI,Wisconsin
"Oneida County, Wisconsin",Oneida County,35653,46516,WI,Wisconsin
"Outagamie County, Wisconsin",Outagamie County,180430,58765,WI,Wisconsin
"Ozaukee County, Wisconsin",Ozaukee County,87273,76433,WI,Wisconsin
"Pepin County, Wisconsin",Pepin County,7372,49516,WI,Wisconsin
"Pierce County, Wisconsin",Pierce County,40799,61611,WI,Wisconsin
"Polk County, Wisconsin",Polk County,43572,50714,WI,Wisconsin
"Portage County, Wisconsin",Portage County,70432,51613,WI,Wisconsin
"Price County, Wisconsin",Price County,13800,43137,WI,Wisconsin
"Racine County, Wisconsin",Racine County,194895,55584,WI,Wisconsin
"Richland County, Wisconsin",Richland County,17746,44810,WI,Wisconsin
"Rock County, Wisconsin",Rock County,160727,50324,WI,Wisconsin
"Rusk County, Wisconsin",Rusk County,14357,39194,WI,Wisconsin
"St. Croix County, Wisconsin",St. Croix County,86118,70886,WI,Wisconsin
"Sauk County, Wisconsin",Sauk County,62992,51055,WI,Wisconsin
"Sawyer County, Wisconsin",Sawyer County,16483,41665,WI,Wisconsin
"Shawano County, Wisconsin",Shawano County,41563,47861,WI,Wisconsin
"Sheboygan County, Wisconsin",Sheboygan County,115226,53713,WI,Wisconsin
"Taylor County, Wisconsin",Taylor County,20569,45420,WI,Wisconsin
"Trempealeau County, Wisconsin",Trempealeau County,29412,51077,WI,Wisconsin
"Vernon County, Wisconsin",Vernon County,30279,47675,WI,Wisconsin
"Vilas County, Wisconsin",Vilas County,21355,41061,WI,Wisconsin
"Walworth County, Wisconsin",Walworth County,103039,53445,WI,Wisconsin
"Washburn County, Wisconsin",Washburn County,15700,42368,WI,Wisconsin
"Washington County, Wisconsin",Washington County,132921,69237,WI,Wisconsin
"Waukesha County, Wisconsin",Waukesha County,393873,76545,WI,Wisconsin
"Waupaca County, Wisconsin",Waupaca County,52125,51994,WI,Wisconsin
"Waushara County, Wisconsin",Waushara County,24321,45166,WI,Wisconsin
"Winnebago County, Wisconsin",Winnebago County,169004,52018,WI,Wisconsin
"Wood County, Wisconsin",Wood County,74012,48961,WI,Wisconsin
"Albany County, Wyoming",Albany County,37565,42834,WY,Wyoming
"Big Horn County, Wyoming",Big Horn County,11895,51679,WY,Wyoming
"Campbell County, Wyoming",Campbell County,48013,80060,WY,Wyoming
"Carbon County, Wyoming",Carbon County,15739,56825,WY,Wyoming
"Converse County, Wyoming",Converse County,14101,62307,WY,Wyoming
"Crook County, Wyoming",Crook County,7229,60445,WY,Wyoming
"Fremont County, Wyoming",Fremont County,40755,52773,WY,Wyoming
"Goshen County, Wyoming",Goshen County,13544,42689,WY,Wyoming
"Hot Springs County, Wyoming",Hot Springs County,4809,45278,WY,Wyoming
"Johnson County, Wyoming",Johnson County,8600,54065,WY,Wyoming
"Laramie County, Wyoming",Laramie County,95431,60706,WY,Wyoming
"Lincoln County, Wyoming",Lincoln County,18316,66647,WY,Wyoming
"Natrona County, Wyoming",Natrona County,80011,56871,WY,Wyoming
"Niobrara County, Wyoming",Niobrara County,2516,40398,WY,Wyoming
"Park County, Wyoming",Park County,28985,56363,WY,Wyoming
"Platte County, Wyoming",Platte County,8750,38500,WY,Wyoming
"Sheridan County, Wyoming",Sheridan County,29738,55455,WY,Wyoming
"Sublette County, Wyoming",Sublette County,10117,81772,WY,Wyoming
"Sweetwater County, Wyoming",Sweetwater County,44772,69022,WY,Wyoming
"Teton County, Wyoming",Teton County,22311,75325,WY,Wyoming
"Uinta County, Wyoming",Uinta County,20930,56569,WY,Wyoming
"Washakie County, Wyoming",Washakie County,8400,47652,WY,Wyoming
"Weston County, Wyoming",Weston County,7152,57738,WY,Wyoming
"Adjuntas Municipio, Puerto Rico",Adjuntas Municipio,18962,10499,WY,Wyoming
"Aguada Municipio, Puerto Rico",Aguada Municipio,40603,16029,WY,Wyoming
"Aguadilla Municipio, Puerto Rico",Aguadilla Municipio,57973,17267,WY,Wyoming
"Aguas Buenas Municipio, Puerto Rico",Aguas Buenas Municipio,27693,14824,WY,Wyoming
"Aibonito Municipio, Puerto Rico",Aibonito Municipio,24829,17307,WY,Wyoming
"A��asco Municipio, Puerto Rico",A��asco Municipio,28579,17386,WY,Wyoming
"Arecibo Municipio, Puerto Rico",Arecibo Municipio,92511,16485,WY,Wyoming
"Arroyo Municipio, Puerto Rico",Arroyo Municipio,19018,15298,WY,Wyoming
"Barceloneta Municipio, Puerto Rico",Barceloneta Municipio,24775,15212,WY,Wyoming
"Barranquitas Municipio, Puerto Rico",Barranquitas Municipio,29805,14331,WY,Wyoming
"Bayam�_n Municipio, Puerto Rico",Bayam�_n Municipio,197287,24430,WY,Wyoming
"Cabo Rojo Municipio, Puerto Rico",Cabo Rojo Municipio,50380,16499,WY,Wyoming
"Caguas Municipio, Puerto Rico",Caguas Municipio,138262,23769,WY,Wyoming
"Camuy Municipio, Puerto Rico",Camuy Municipio,33949,17532,WY,Wyoming
"Can�_vanas Municipio, Puerto Rico",Can�_vanas Municipio,47432,20023,WY,Wyoming
"Carolina Municipio, Puerto Rico",Carolina Municipio,168114,27969,WY,Wyoming
"Cata��o Municipio, Puerto Rico",Cata��o Municipio,26680,18326,WY,Wyoming
"Cayey Municipio, Puerto Rico",Cayey Municipio,46647,20751,WY,Wyoming
"Ceiba Municipio, Puerto Rico",Ceiba Municipio,12810,20702,WY,Wyoming
"Ciales Municipio, Puerto Rico",Ciales Municipio,17928,12630,WY,Wyoming
"Cidra Municipio, Puerto Rico",Cidra Municipio,42298,23315,WY,Wyoming
"Coamo Municipio, Puerto Rico",Coamo Municipio,40293,18233,WY,Wyoming
"Comer�_o Municipio, Puerto Rico",Comer�_o Municipio,20339,13124,WY,Wyoming
"Corozal Municipio, Puerto Rico",Corozal Municipio,35975,15098,WY,Wyoming
"Culebra Municipio, Puerto Rico",Culebra Municipio,1557,18649,WY,Wyoming
"Dorado Municipio, Puerto Rico",Dorado Municipio,38166,26947,WY,Wyoming
"Fajardo Municipio, Puerto Rico",Fajardo Municipio,34720,19320,WY,Wyoming
"Florida Municipio, Puerto Rico",Florida Municipio,12408,14994,WY,Wyoming
"Gu��nica Municipio, Puerto Rico",Gu��nica Municipio,18207,13682,WY,Wyoming
"Guayama Municipio, Puerto Rico",Guayama Municipio,43700,15860,WY,Wyoming
"Guayanilla Municipio, Puerto Rico",Guayanilla Municipio,20442,15067,WY,Wyoming
"Guaynabo Municipio, Puerto Rico",Guaynabo Municipio,93899,34719,WY,Wyoming
"Gurabo Municipio, Puerto Rico",Gurabo Municipio,46765,29317,WY,Wyoming
"Hatillo Municipio, Puerto Rico",Hatillo Municipio,41578,18687,WY,Wyoming
"Hormigueros Municipio, Puerto Rico",Hormigueros Municipio,16845,20598,WY,Wyoming
"Humacao Municipio, Puerto Rico",Humacao Municipio,56384,19342,WY,Wyoming
"Isabela Municipio, Puerto Rico",Isabela Municipio,44438,15707,WY,Wyoming
"Jayuya Municipio, Puerto Rico",Jayuya Municipio,15890,16033,WY,Wyoming
"Juana D�_az Municipio, Puerto Rico",Juana D�_az Municipio,49259,18609,WY,Wyoming
"Juncos Municipio, Puerto Rico",Juncos Municipio,40104,19141,WY,Wyoming
"Lajas Municipio, Puerto Rico",Lajas Municipio,24722,13215,WY,Wyoming
"Lares Municipio, Puerto Rico",Lares Municipio,28727,11905,WY,Wyoming
"Las Mar�_as Municipio, Puerto Rico",Las Mar�_as Municipio,9306,13944,WY,Wyoming
"Las Piedras Municipio, Puerto Rico",Las Piedras Municipio,38605,18838,WY,Wyoming
"Lo�_za Municipio, Puerto Rico",Lo�_za Municipio,28454,18718,WY,Wyoming
"Luquillo Municipio, Puerto Rico",Luquillo Municipio,19497,18170,WY,Wyoming
"Manat�_ Municipio, Puerto Rico",Manat�_ Municipio,42167,18162,WY,Wyoming
"Maricao Municipio, Puerto Rico",Maricao Municipio,6315,12606,WY,Wyoming
"Maunabo Municipio, Puerto Rico",Maunabo Municipio,11701,19541,WY,Wyoming
"Mayag�_ez Municipio, Puerto Rico",Mayag�_ez Municipio,83418,14871,WY,Wyoming
"Moca Municipio, Puerto Rico",Moca Municipio,38815,14427,WY,Wyoming
"Morovis Municipio, Puerto Rico",Morovis Municipio,32294,16536,WY,Wyoming
"Naguabo Municipio, Puerto Rico",Naguabo Municipio,26804,18704,WY,Wyoming
"Naranjito Municipio, Puerto Rico",Naranjito Municipio,29751,17423,WY,Wyoming
"Orocovis Municipio, Puerto Rico",Orocovis Municipio,22595,14110,WY,Wyoming
"Patillas Municipio, Puerto Rico",Patillas Municipio,18441,13284,WY,Wyoming
"Pe��uelas Municipio, Puerto Rico",Pe��uelas Municipio,22770,15497,WY,Wyoming
"Ponce Municipio, Puerto Rico",Ponce Municipio,156054,16318,WY,Wyoming
"Quebradillas Municipio, Puerto Rico",Quebradillas Municipio,25205,15806,WY,Wyoming
"Rinc�_n Municipio, Puerto Rico",Rinc�_n Municipio,14841,16755,WY,Wyoming
"R�_o Grande Municipio, Puerto Rico",R�_o Grande Municipio,53029,22246,WY,Wyoming
"Sabana Grande Municipio, Puerto Rico",Sabana Grande Municipio,24307,14795,WY,Wyoming
"Salinas Municipio, Puerto Rico",Salinas Municipio,30114,15240,WY,Wyoming
"San Germ��n Municipio, Puerto Rico",San Germ��n Municipio,34125,14797,WY,Wyoming
"San Juan Municipio, Puerto Rico",San Juan Municipio,371400,21243,WY,Wyoming
"San Lorenzo Municipio, Puerto Rico",San Lorenzo Municipio,39778,16538,WY,Wyoming
"San Sebasti��n Municipio, Puerto Rico",San Sebasti��n Municipio,40471,14345,WY,Wyoming
"Santa Isabel Municipio, Puerto Rico",Santa Isabel Municipio,22913,15674,WY,Wyoming
